"word","lemma","uni_lemma","lexical_class","aoa","aoa_fit"
"sneaker","sneaker","sneaker","nouns",NA,29.0791595554792
"snowsuit","snowsuit","snowsuit","nouns",NA,32.6374136048206
"so","so","so","function_words",NA,30.9774762139615
"sofa","sofa","sofa","nouns",NA,29.6654349626728
"stone","stone","stone","nouns",NA,29.8035399537887
"their","their","their","function_words",NA,31.4573544798828
"them","them","them","function_words",NA,30.2566994248234
"then","then","then","function_words",NA,31.0604392722728
"they","they","they","function_words",NA,29.8866249751927
"those","that","those","function_words",NA,29.3802934700787
"tights","tight","tights","nouns",NA,30.5683817890551
"time","time","time","other",NA,29.9028185661753
"tiny","tiny","tiny","adjectives",NA,29.5649916582948
"tonight","tonight","tonight","other",NA,29.8446768453619
"tray","tray","tray","nouns",NA,30.896515248988
"tuna","tuna","tuna","nouns",NA,29.6080954572371
"us","us","us","function_words",NA,31.1712652981265
"vagina","vagina","vagina","nouns",NA,30.5665704460122
"vanilla","vanilla","vanilla","nouns",NA,30.1112902362718
"walker","walker","walker","nouns",NA,32.6559976738838
"was","be","was","function_words",NA,30.0694477591989
"were","be","were","function_words",NA,31.7706749785554
"when","when","when (question)","function_words",NA,30.2377078574002
"which","which","which (question)","function_words",NA,32.1521684896567
"wish","wish","wish","verbs",NA,31.2445062500077
"woods","wood","woods","other",NA,31.4356671837823
"would","would","would","function_words",NA,32.6533471414549
"yesterday","yesterday","yesterday","other",NA,31.0355041404045
"yourself","yourself","yourself","function_words",NA,32.1598308882825
